,address,address_rus,atm_group,id,isTrain,lat,long,target
440,PRESNENSKAJA              MOSKVA      ,,3185.5,2491.0,True,37.541719,55.747044,0.006006035747644714
441,"PROFSOJUZNAJA,142         MOSKVA      ","Профсоюзная улица, 142, Москва, Россия, 117321",3185.5,2494.0,True,55.626213,37.510152000000005,-0.018489185489307447
442,ORSHANSKAJA D5            MOSKVA      ,"Оршанская улица, 5, Москва, Россия, 121552",3185.5,2495.0,True,55.740563,37.408382,0.01936905002815328
443,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2539.0,True,55.776502,37.53711,0.016730739994995608
444,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2540.0,True,55.776502,37.53711,0.027592190258665942
445,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2541.0,True,55.776502,37.53711,-0.060083858760055175
446,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2542.0,True,55.776502,37.53711,-0.08207247651595476
447,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2543.0,True,55.776502,37.53711,0.0010828060077148725
448,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2544.0,True,55.776502,37.53711,0.04158931371819972
449,"HOROSHEVSKOE SH,V38       MOSKVA      ","Хорошёвское шоссе, 38, Москва, Россия, 123007",3185.5,2545.0,True,55.776502,37.53711,0.0621392337408641
450,"NOSOVIHINSKOE SH,45       REUTOV      ","Носовихинское шоссе, 45, Реутов, Московская область, Россия, 143969",3185.5,2555.0,True,55.752283,37.887246999999995,-0.032254425744358224
451,"KOMSOMOLSKAJA P.,2        MOSKVA      ",,3185.5,2557.0,True,37.65567,55.773611,-0.07191304977656893
452,"SORMOVSKIJ PR.,VL.9       MOSKVA      ","Сормовский проезд, 9, Москва, Россия, 109444",3185.5,2563.0,True,55.707725,37.800028999999995,0.021793895798192263
453,"CHERVISHEVSKIJ, 23        TJUMEN      ","Червишевский тракт, 23, Тюмень, Россия",3185.5,2584.0,True,57.126236,65.523063,-0.08484274324029112
454,A. LOGUNOVA D.5A          TJUMEN      ,"улица Александра Логунова, 5А, Тюмень, Россия, 625016",3185.5,2586.0,True,57.120011,65.57389,-0.08251244618915754
455,RESPUBLIKI D.86 K1        TJUMEN      ,"улица Республики, 86к1, Тюмень, Россия, 625048",3185.5,2603.0,True,57.146260999999996,65.552653,-0.0643096897079827
456,"TUL.KRASNOARM,PR,11       TULA        ","садовое товарищество Грибники, Венёвский район, Тульская область, Россия",3185.5,2611.0,True,54.606403,38.225867,-0.08872928508302658
457,"TUL.OKTJABRSKAJA,48       TULA        ","Октябрьская улица, 48, Тула, Россия, 300002",3185.5,2612.0,True,54.212281999999995,37.621606,-0.1169736092258521
458,LETCH. PILJUTOVA 11       SANKT-PETERB,"улица Лётчика Пилютова, 11к1, Санкт-Петербург, Россия, 198206",3185.5,2618.0,True,59.840736,30.139187,-0.07927799530257625
459,"BUHARESTSKAJA, 89         SANKT-PETERB","Бухарестская улица, 89, Санкт-Петербург, Россия, 192283",3185.5,2619.0,True,59.833027,30.414053999999997,-0.1272541928639112
460,"TOSNO, SOVETSKAJA 8       TOSNO       ","Советская улица, 8, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",3185.5,2622.0,True,59.54176700000001,30.880684000000002,-0.005696744800391103
461,PR-KT LENINA  D. 25       BALASHIHA   ,"проспект Ленина, 25, Балашиха, Московская область, Россия, 143900",3185.5,2628.0,True,55.79766,37.939124,-0.03873668311773976
462,"K. POBEDY, 62             KOLPASHEVO  ","улица Победы, 62, Колпашево, Томская область, Россия, 636462",3185.5,2634.0,True,58.32495,82.891701,-0.08476983860060065
463,"PR-T LENINA, 46           VLADIMIR    ","проспект Ленина, 46, Владимир, Россия, 600022",3185.5,2653.0,True,56.118635999999995,40.352053000000005,-0.04403393914914802
464,"UL. LENINSKAJA, 54        PETROPAVLOVS","Ленинская улица, 54, Петропавловск-Камчатский, Камчатский край, Россия",3185.5,2670.0,True,53.01953,158.647842,-0.06769643167631459
465,"UL. KIROVA, D.19          ARTEM       ","улица Кирова, 19, Артём, Приморский край, Россия",3185.5,2674.0,True,43.356278,132.184022,-0.08524555335600953
466,CHB L.KOMSOMOLA 21A       CHEBOKSARY  ,"улица Ленинского Комсомола, 21А, Чебоксары, Чувашская Республика, Россия, 428020",3185.5,2680.0,True,56.107583999999996,47.280947999999995,-0.038247354094269916
467,"UL.TUHACHEVSKOGO,17       STAVROPOL   ","улица Тухачевского, 17, Ставрополь, Россия, 355040",3185.5,2692.0,True,45.016027,41.912471999999994,-0.07126259400450323
468,"TUHACHEVSKOGO,14,K2       STAVROPOL   ","улица Тухачевского, 14/2, Ставрополь, Россия, 355040",3185.5,2693.0,True,45.012427,41.918427,-0.06916027116326295
469,ST.M.KRASNYJ PROSPE       NOVOSIBIRSK ,"метро Красный проспект, Ленинская линия, Новосибирск, Россия",3185.5,2698.0,True,55.041168000000006,82.917429,-0.04506033731284805
470,"UL.BALTIJSKAJA,29         NOVOSIBIRSK ","Балтийская улица, 29, микрорайон Шлюз, Советский район, Новосибирск, Россия, 630058",3185.5,2702.0,True,54.854942,83.050658,-0.10417183219485134
471,"UL.MALAHOVA,62            BARNAUL     ","улица Малахова, 62, Барнаул, Алтайский край, Россия, 656055",3185.5,2706.0,True,53.366218,83.703743,-0.06867219532995042
472,"UL.OSTROVSKOGO, 34B       BARNAUL     ","улица Островского, 34/202, Барнаул, Алтайский край, Россия, 656066",3185.5,2712.0,True,53.37078,83.689666,-0.0788806783289728
473,"UL.VLASIHINSKAJA,65       BARNAUL     ","Власихинская улица, 65, Барнаул, Алтайский край, Россия, 656006",3185.5,2732.0,True,53.326218000000004,83.690492,-0.05195133362220145
474,"ZAOZERNAIA, 11-1          OMSK        ","Заозёрная улица, 11/1, Омск, Россия, 644090",3185.5,2744.0,True,55.04659399999999,73.316505,-0.012265404452061484
475,"KR.G. ROSSIJSKAJA,6       OMSK        ",,3185.5,2746.0,True,55.697603,52.367209,-0.1226587789971816
476,"HIMIKOV, 30               OMSK        ","улица Химиков, 30, микрорайон Городок Нефтяников, Омск, Россия, 644100",3185.5,2748.0,True,55.043123,73.295727,-0.0030518230876046357
477,"KOSMICHESKIJ, 24A         OMSK        ","Космический проспект, 24А, посёлок Чкаловский, Омск, Россия",3185.5,2749.0,True,54.973889,73.456292,-0.13036510817011462
478,ALEKSEEVA 17              KRASNOJARSK ,"улица Алексеева, 17, Красноярск, Россия, 660098",3185.5,2778.0,True,56.053663,92.919146,0.014713920565570516
479,MOLOKOVA 17               KRASNOJARSK ,"улица Молокова, 17, Красноярск, Россия, 660135",3185.5,2785.0,True,56.03929300000001,92.9025,0.045232240029516695
480,"9 PJATILETKI, 28          SOSNOVOBORSK","улица 9 Пятилетки, 28, Сосновоборск, Красноярский край, Россия, 662501",3185.5,2786.0,True,56.122354,93.32928100000001,-0.052861204877190836
481,UL. TOLSTOGO 69           KRASNOJARSK ,"улица Толстого, 69, Красноярск, Россия, 660028",3185.5,2787.0,True,56.021055000000004,92.809857,-0.14329929946967082
482,LENINA 160                KRASNOJARSK ,"улица Ленина, 160, Красноярск, Россия, 660021",3185.5,2795.0,True,56.011973,92.838082,-0.10506056034569257
483,"UL.LAZURNAJA, 4-3         NOVOSIBIRSK ","Лазурная улица, 4/3, Новосибирск, Россия, 630133",3185.5,2817.0,True,55.033754,83.00931800000001,-0.1032287403218178
484,"PR.STROITELEJ, 16         BARNAUL     ","проспект Строителей, 16, Барнаул, Алтайский край, Россия, 656015",3185.5,2818.0,True,53.352004,83.76357,-0.05672871380437384
485,"TJULENINA,9               NOVOSIBIRSK ","улица Тюленина, 9, микрорайон Родники, Калининский район, Новосибирск, Россия",3185.5,2820.0,True,55.10892,82.950218,-0.0639828208754296
486,"PR.ENERGETIKOV,9          NOVOSIBIRSK ","проезд Энергетиков, 9, Новосибирск, Россия, 630108",3185.5,2822.0,True,55.009094,82.877427,-0.0319717034306937
487,"UL.KIROVA,25              NOVOSIBIRSK ","улица Кирова, 25, Новосибирск, Россия, 630102",3185.5,2823.0,True,55.018283,82.942205,0.015958990430350668
488,"UL. FRUNZE, 238           NOVOSIBIRSK ","улица Фрунзе, 238, Новосибирск, Россия, 630112",3185.5,2829.0,True,55.03896999999999,82.960728,-0.104632077661578
489,"UL.JARINSKAJA,18          NOVOSIBIRSK ","Яринская улица, 12, Новосибирск, Россия, 630029",3185.5,2836.0,True,55.020987,82.88385,-0.13030685513744053
490,KRAS.RAB 42               KRASNOJARSK ,"проспект имени Газеты Красноярский Рабочий, 42, Красноярск, Россия, 660014",3185.5,2839.0,True,56.016637,92.985855,0.019359186108852143
491,MOLOKOVA 17               KRASNOJARSK ,"улица Молокова, 17, Красноярск, Россия, 660135",3185.5,2840.0,True,56.03929300000001,92.9025,0.03691258160970274
492,"D. 63B, UL. SMOL'NAYA     MOSKVA","Смольная улица, 63Б, Москва, Россия, 125445",5478.0,8383.0,True,55.870112,37.469808,-0.05272977715877928
493,"D. 2A, UL. MAKOVSKOGO     ODINTSOVO","улица Маковского, 2А, Одинцово, Московская область, Россия, 143006",5478.0,8387.0,True,55.670731999999994,37.280956,-0.008778708434706921
494,"D. 1, UL. BATAREINAYA     VYBORG","Батарейная улица, 1, Выборг, Ленинградская область, Россия, 188810",5478.0,8392.0,True,60.7059,28.767801000000002,-0.09485338910171796
495,"D. 3, UL. KARLA MARKSA    IVANOVO","улица Карла Маркса, 3, Иваново, Россия, 153002",5478.0,8393.0,True,57.016865,40.973633,0.012759739946002586
496,"D. 9, UL. VIZIROVA        NOVOCHERKASS","улица Визирова, 9/2, Новочеркасск, Ростовская область, Россия, 346406",5478.0,8396.0,True,47.484707,40.061727000000005,-0.05783531659402823
497,"D. 12, SOOR. 1, LIT. A, P SANKT-PETERB","А-181 Скандинавия, 132-й километр, Выборгский район, Ленинградская область, Россия",5478.0,8412.0,True,60.667632999999995,28.913884999999997,-0.025082099392995855
498,PL. KOMENDANTSKAYA        SANKT-PETERB,,5478.0,8413.0,True,-122.384031,47.593356,-0.0373994933043668
499,"D. 16, UL. BAUMANA        YOSHKAR-OLA ","улица Баумана, 16, Йошкар-Ола, Республика Марий Эл, Россия, 424019",5478.0,8418.0,True,56.64108,47.84341,-0.05144623138887379
500,"D. 27 V, UL. OKRUZHNAYA   PENZA","Окружная улица, 27, Пенза, Россия, 440031",5478.0,8420.0,True,53.161398,44.979024,-0.05661898228515608
501,"D. 41, UL. MIRA           PENZA","улица Мира, 41, Пенза, Россия",5478.0,8421.0,True,53.188432999999996,44.970048999999996,0.03869055331949868
502,"D. 162 B, UL. LADOZHSKAYA PENZA","Ладожская улица, 162, Пенза, Россия, 440064",5478.0,8422.0,True,53.221143999999995,44.877361,-0.03654116180983314
503,"D. 248, UL. PROLETARSKAYA RUBTSOVSK","Пролетарская улица, 248, Рубцовск, Алтайский край, Россия, 658223",5478.0,8423.0,True,51.504391,81.21892199999999,-0.06897166315830244
504,"D. 1, UL. DEPOVSKAYA      CHITA","Деповская улица, 2, Чита, Забайкальский край, Россия, 672014",5478.0,8425.0,True,52.033735,113.464721,-0.10312499884173408
505,"3/1, UL. TURKMENSKAYA     BIYSK","3-й микрорайон, 1, Московский, Москва, Россия",5478.0,8433.0,True,55.59690500000001,37.344538,-0.050626685528738495
506,"D. 23, KORP. 1, UL. MATRO BIYSK",,5478.0,8436.0,True,52.497354,85.146158,-0.13724014160742906
507,"D. 40, UL. UBILEINAYA     TOLYATTI","Юбилейная улица, 40, Тольятти, Самарская область, Россия, 445037",5478.0,8439.0,True,53.50101899999999,49.273231,-0.0256018772497254
508,"D. 60A, UL. MOSKOVSKAYA   DIMITROVGRAD","Московская улица, 60А, Димитровград, Ульяновская область, Россия, 433513",5478.0,8448.0,True,54.211229,49.598718,-0.08021517471444972
509,"D. 85 A, UL. BELANOVA     KALININGRAD ","улица Беланова, 85А, микрорайон Чкаловск, Калининград, Россия",5478.0,8449.0,True,51.75515,36.224043,-0.08508649845141465
510,"D. 13, LIT. A, UL. IZHORS KOLPINO","деревня Колпино, Краснохолмский район, Тверская область, Россия",5478.0,8454.0,True,58.104241,37.012252000000004,-0.10651484558081188
511,"D. 1, UL. ZAVODSKAYA      ATAMANOVKA P","Заводская улица, 3, посёлок городского типа Атамановка, Читинский район, Забайкальский край, Россия, 672530",5478.0,8458.0,True,51.917638000000004,113.65343899999999,-0.03172118961546838
512,"D. 25, UL. GROMOVOI       TOLYATTI","улица Громовой, 25, Тольятти, Самарская область, Россия, 445045",5478.0,8461.0,True,53.488189,49.476538,-0.022631883888576572
513,"D. 7, UL. SUHE-BATORA     BARNAUL","улица Сухэ-Батора, 7, Барнаул, Алтайский край, Россия, 656066",5478.0,8472.0,True,53.223015,44.91006,-0.07075914878198795
514,"D. 72, UL. REVOLUCIONNAYA TOLYATTI","Революционная улица, 72, Тольятти, Самарская область, Россия, 445028",5478.0,4725.0,True,53.510048,49.270401,-0.06912429312675038
515,"D. 56, UL. FRUNZE         NIZHNIY TAGI","улица Фрунзе, 56, Нижний Тагил, Свердловская область, Россия, 622002",5478.0,4728.0,True,57.922688,59.940447,-0.13293370541329255
516,"D. 16V, PR-KT KALININA    BARNAUL","проспект Калинина, 16, Барнаул, Алтайский край, Россия, 656002",5478.0,4731.0,True,53.361205000000005,83.77127800000001,-0.028967345964293977
517,"D. 118, UL. URINA         BARNAUL","улица Юрина, 118, Барнаул, Алтайский край, Россия, 656053",5478.0,4734.0,True,53.360625,83.73398900000001,-0.05105073110998789
518,"D. 22, UL. PANFILOVCEV    BARNAUL","улица Панфиловцев, 22, Барнаул, Алтайский край, Россия, 656057",5478.0,4735.0,True,53.345489,83.674224,-0.01133231412954627
519,"D. 109, UL. 1 MAYA        PAVLOVSKIY P","улица 1 Мая, село Павловская Слобода, городской округ Истра, Московская область, Россия",5478.0,4737.0,True,55.819990000000004,37.083982,-0.0707498714673147
520,"D. 81/1, UL. LERMONTOVA   IRKUTSK","улица Лермонтова, 81/1, Иркутск, Россия, 664074",5478.0,4742.0,True,52.264737,104.259765,-0.05785703847370945
521,"D. 22, UL. KIROVA         KHOR RP     ","улица Кирова, 22, рабочий посёлок Хор, район им. Лазо, Хабаровский край, Россия",5478.0,4755.0,True,47.886051,134.963643,-0.018683386606010117
522,"D. 4, SH. UZHNOE          TOLYATTI","Южное шоссе, 4, Тольятти, Самарская область, Россия, 445004",5478.0,4758.0,True,53.549108999999994,49.360017,-0.008516902259528142
523,"D. 33, UL. SVETLAYA       UTASH P     ","Светлая улица, поселок Уташ, городской округ Анапа, Краснодарский край, Россия",5478.0,4813.0,True,45.090152,37.311561,-0.14371187653826864
524,"D. 6, UL. KOMMUNISTICHESK KRASNOUSOLSK","Коммунистическая улица, 6, посёлок Липки, район Южное Бутово, Юго-Западный административный округ, Москва, Россия, 117623",5478.0,4814.0,True,55.506071999999996,37.580777000000005,-0.0712438608367541
525,"D. 9A, UL. 8 MARTA        OKTYABRSKIY ","улица 8 Марта, 8А, Октябрьский, Республика Башкортостан, Россия",5478.0,4816.0,True,54.505095,53.515786,-0.11002235082406607
526,"D. 148, UL. KIROVA        ARTEM","улица Кирова, 148, Артём, Приморский край, Россия, 692751",5478.0,4827.0,True,43.377283,132.237831,0.026193718523694717
527,"D. 9, UL. BERINGA         TOMSK","улица Беринга, 9, Томск, Россия, 634063",5478.0,4828.0,True,56.517137,85.035738,-0.02550061836721866
528,"D. 17, UL. NOVOURAL'SKAYA NOVOSIBIRSK ","Новоуральская улица, 17, микрорайон Пашино, Калининский район, Новосибирск, Россия, 630900",5478.0,4830.0,True,55.176249,82.96186,0.050092314647517545
529,"D. 106, UL. POPOVA        SMOLENSK","улица Попова, 106, Смоленск, Россия, 214036",5478.0,4837.0,True,54.758454,32.110792,-0.0216362059411326
530,"D. 15A, UL. MORISA TOREZA NOVOKUZNETSK","улица Тореза, 15А, Новокузнецк, Кемеровская область, Россия, 654038",5478.0,4850.0,True,53.836801,87.179154,-0.0482728157423929
531,"D. 30, UL. KIROVA         YAKUTSK","улица Кирова, 30, Якутск, Республика Саха (Якутия), Россия, 677027",5478.0,4852.0,True,62.032740000000004,129.720877,0.05271521202871396
532,"D. 4, UL. YALAGINA        ELEKTROSTAL ","улица Ялагина, 4, Электросталь, Московская область, Россия, 144010",5478.0,4863.0,True,55.770644,38.433934,-0.017382206465991756
533,"D. 1, UL. SPORTIVNAYA     SELYATINO RP","Спортивная улица, 1, рабочий посёлок Селятино, Наро-Фоминский городской округ, Московская область, Россия, 143345",5478.0,4869.0,True,55.519626,36.98682,0.027658123589268745
534,UL. GOGOLYA               NOVOSIBIRSK ,,5478.0,4871.0,True,82.945421,55.044686,-0.05702365445008326
535,"D. 76A, UL. KLUCHEVSKAYA  ULAN-UDE","Ключевская улица, 76А, Улан-Удэ, Республика Бурятия, Россия, 670013",5478.0,4878.0,True,51.82032,107.658478,0.023846034604568654
536,"D. 171, UL. MOSKOVSKAYA   KIROV","Московская улица, 171, Киров, Россия, 610048",5478.0,4883.0,True,58.602761,49.5972,-0.0684809028542829
537,"D. 38, UL. HRUSTAL'NAYA   ULYANOVSK","Хрустальная улица, 38, Ульяновск, Россия, 432044",5478.0,4884.0,True,54.258568999999994,48.333709999999996,-0.08701531092411803
538,"D. 12, UL. TRUDA          DOMNA S     ","улица Труда, 12, село Домна, Читинский район, Забайкальский край, Россия",5478.0,4886.0,True,51.898425,113.15861100000001,0.012533430519873944
539,"D. 3A, PROEZD KOSMICHESKI PETROPAVLOVS","Жуков проезд, 3с2, Москва, Россия, 115054",5478.0,4893.0,True,55.723496,37.637415999999995,0.04227041867904867
540,"D. 8A, UL. KUZNECOVA      CHELYABINSK ","улица Кузнецова, 8А, Челябинск, Россия, 454028",5478.0,4898.0,True,55.115023,61.349212,-0.10276352248669478
541,"D. 14, UL. DEREVENSKAYA   VLADIVOSTOK ","Деревенская улица, 14, Владивосток, Приморский край, Россия",5478.0,4900.0,True,43.135789,131.927876,-0.014064453284374834
542,"D. 41, UL. BELYAEVSKAYA   ORENBURG","Беляевская улица, 41, Оренбург, Россия, 460045",5478.0,4907.0,True,51.719254,55.131927000000005,-0.11399564966271175
543,"D. 13, UL. UZHNYI OBHOD   STAVROPOL","улица Южный Обход, 13, Ставрополь, Россия, 355021",5478.0,4908.0,True,44.989686999999996,41.935208,-0.07743166603526251
544,"D. 73, UL. ROZY LUKSEMBUR TOMSK","улица Розы Люксембург, 73, Томск, Россия, 634009",5478.0,4909.0,True,56.501470999999995,84.9517,-0.031002738025954664
545,"D. 14, UL. MIHEENKO       KHOTKOVO","улица Михеенко, 12, Хотьково, Сергиево-Посадский район, Московская область, Россия, 141371",5478.0,4912.0,True,56.251352000000004,37.979001000000004,-0.03399750933735314
546,"D. 7A, UL. PIONERSKAYA    POLETAEVO P ","Пионерская улица, 7А, посёлок Полетаево, Сосновский район, Челябинская область, Россия, 456520",5478.0,4913.0,True,55.038129000000005,61.11581999999999,-0.11021991633331572
547,"D. 58, UL. USPENSKOGO     VLADIVOSTOK ","улица Успенского, 58, Владивосток, Приморский край, Россия, 690024",5478.0,4928.0,True,43.236473,132.012228,-0.032360843570977973
548,"D. 37A, SH. OKRUZHNOE     ELABUGA","Окружное шоссе, 37А, Елабуга, муниципальное образование город Елабуга, Республика Татарстан, Россия, 423606",5478.0,4929.0,True,55.777089000000004,52.009535,-0.08715494787885147
549,"D. 2, PER. SADOVYI        PETROPAVLOVS","Садовый переулок, 2, Петропавловск-Камчатский, Камчатский край, Россия, 683013",5478.0,4933.0,True,52.980532,158.680451,0.015084687504418553
550,"D. 48A, TRAKT SARMANOVSKI NABEREZHNYE ","Сармановский тракт, 48А, Набережные Челны, Республика Татарстан, Россия, 423803",5478.0,4934.0,True,55.69463199999999,52.337582,-0.06069207829555508
551,"D. 42, UL. REVOLUCII 1905 ULAN-UDE","улица Революции 1905 года, 23, Улан-Удэ, Республика Бурятия, Россия, 670034",5478.0,4937.0,True,51.837714,107.5892,-0.10431301345591597
552,"D. 78, UL. LENINA         OREKHOVO-ZUE","улица Ленина, 78, Орехово-Зуево, Московская область, Россия, 142600",5478.0,4946.0,True,55.807992000000006,38.987386,0.0035101554365334856
553,"D. 55, PR-KT LENINA       BARNAUL","проспект Ленина, 55, Барнаул, Алтайский край, Россия, 656049",5478.0,4951.0,True,53.345606999999994,83.778249,0.03771620167914034
554,"D. 36, UL. KIROVA         ULYANOVSK","улица Кирова, 36, Ульяновск, Россия",5478.0,4958.0,True,54.29421800000001,48.373416,-0.14500123147475488
555,"D. 3-31, UL. KRASNAYA     SAMARA","Красная улица, 3, Самара, Россия",5478.0,4966.0,True,53.317181999999995,50.29687,-0.04371280949720821
556,"D. 28, UL. GAGARINA       YAROSLAVL","улица Гагарина, 28, Ярославль, Россия, 150046",5478.0,4979.0,True,57.584217,39.838675,-0.0303324705358602
557,"D. 126, UL. BLUHERA       CHELYABINSK ","улица Блюхера, 126, Челябинск, Россия, 454087",5478.0,4982.0,True,55.108539,61.349309999999996,0.022936095980423333
558,"D. 5B, B-R UNOSTI         BELGOROD","бульвар Юности, 5, Белгород, Россия, 308036",5478.0,4983.0,True,50.560848,36.56825,-0.030537789395437782
559,"D. 4, UL. SHERBAKOVA      EKATERINBURG","улица Щербакова, 4, Екатеринбург, Свердловская область, Россия, 620023",5478.0,4985.0,True,56.788548999999996,60.64901999999999,-0.023284027893631317
560,"D. 2, UL. PIONERSKOI PRAV KRASNOYARSK ","улица имени Газеты Пионерская Правда, 2, Красноярск, Россия, 660122",5478.0,4997.0,True,55.991279000000006,92.939286,0.049639270800972066
561,LIT. U                    ROSHCHINSKIY,"4-й Рощинский проезд, 8к2, Москва, Россия, 115191",5478.0,5001.0,True,55.709480000000006,37.609002000000004,-0.12198453723417002
562,"D. 13, UL. GAGARINA       SEVERODVINSK","улица Гагарина, 13, Северодвинск, Архангельская область, Россия, 164501",5478.0,5003.0,True,64.560036,39.815462,-0.05619638159631693
563,"D. 27, UL. GUBKINA        BELGOROD","улица Губкина, 27, Белгород, Россия, 308036",5478.0,5006.0,True,50.565437,36.558836,-0.08346286902282905
564,"D. 9, UL. MANEVROVAYA     EKATERINBURG","Маневровая улица, 9, микрорайон Старая Сортировка, Железнодорожный район, Екатеринбург, Свердловская область, Россия, 620050",5478.0,5008.0,True,56.872698,60.515485,-0.07447957251876286
565,"D. 51, UL. SVOBODY        IVANOVO","улица Свободы, 51, Иваново, Россия, 153045",5478.0,5009.0,True,57.015939,41.005425,-0.024617163785729097
566,"D. 91, PR-KT OBVODNYI KAN ARKHANGELSK ",,5478.0,5021.0,True,64.548783,40.537654,-0.06918727101133021
567,"D. 203, UL. TRUDA         CHELYABINSK ","улица Труда, 203, Челябинск, Россия, 454080",5478.0,5023.0,True,55.171051,61.355976,-0.011187278252846796
568,"D. 23D, UL. MALINOVSKOGO  ROSTOV-NA-DO","улица Малиновского, 23, Ростов-на-Дону, Россия, 344090",5478.0,5025.0,True,47.226686,39.612686,-0.004406775500904566
569,"D. 21, PR-KT OLIMPIISKII  MYTISHCHI","Олимпийский проспект, 21, Мытищи, Московская область, Россия, 141006",5478.0,5034.0,True,55.925102,37.754224,-0.09281594601992826
570,"160, UL. ORENBURGSKII TRA KAZAN","Оренбургский тракт, 160, Казань, Республика Татарстан, Россия",5478.0,5042.0,True,55.725761999999996,49.189535,-0.08372403221596063
571,"D. 62, KORP. 284, PR-KT V ROSTOV-NA-DO","Ворошиловский проспект, 62/284, Ростов-на-Дону, Россия",5478.0,5054.0,True,47.232946000000005,39.714609,0.010163564887207271
572,"STR. 22, UL. PANFILOVA    VOLOKOLAMSK ","улица Панфилова, Волоколамск, Московская область, Россия",5478.0,5057.0,True,56.02932,35.960944,-0.047655931386638165
573,"D. 3, KV-L 5-I            SAMARA","5-й квартал, 3, посёлок Красная Глинка, Красноглинский район, Самара, Россия",5478.0,5060.0,True,53.37424,50.182775,-0.02418289051663737
574,"D. 174, UL. RUBEZHNAYA    UFA","Рубежная улица, 174, Уфа, Республика Башкортостан, Россия, 450018",5478.0,5066.0,True,54.674918000000005,55.929056,-0.03539476235724293
575,"D. 55A, UL. AZINA         SARAPUL","улица Азина, 55, Сарапул, Удмуртская Республика, Россия, 427974",5478.0,5070.0,True,56.46739399999999,53.806982999999995,-0.004044742720164094
576,"D. 33, UL. BURDENKO       NIZHNIY NOVG","улица Бурденко, 33, микрорайон Северный, Нижний Новгород, Россия, 603095",5478.0,5083.0,True,56.270066,43.892493,-0.05701652777121071
577,"D. 169, UL. KUIBYSHEVA    RASSKAZOVO G","улица Куйбышева, 169, Рассказово, Тамбовская область, Россия, 393250",5478.0,5087.0,True,52.664149,41.888729,-0.017186154925408453
578,"D. 17/11, UL. NEKRASOVA   PSKOV","улица Некрасова, 17, Псков, Россия, 180000",5478.0,5090.0,True,57.814508999999994,28.340069,-0.0944277793022183
579,"D. 8, UL. VOLZHSKAYA 2-YA KOSTROMA","2-я Волжская улица, 8, Кострома, Россия, 156009",5478.0,5094.0,True,57.744211,40.976724,-0.11263034324810585
580,"D. 2, UL. LENINA          KRASNOGORSK ","улица Ленина, 2, Красногорск, Московская область, Россия",5478.0,5098.0,True,55.819454,37.320239,-0.0048969269382260075
581,"D. 36, SH. VOTKINSKOE     IZHEVSK","Воткинское шоссе, 36, Ижевск, Удмуртская Республика, Россия, 426039",5478.0,5099.0,True,56.885681999999996,53.233077,-0.1153103358862846
582,"D. 29, LIT. A, UL. ODOEVS SANKT-PETERB","КАД, 29-й километр, внешнее кольцо, Санкт-Петербург, Россия",5478.0,5115.0,True,59.891773,29.667877,-0.02090797807569784
583,"D. 90, UL. MAKSIMA GOR'KO IZHEVSK","улица Максима Горького, 90, Ижевск, Удмуртская Республика, Россия, 426008",5478.0,5120.0,True,56.84749300000001,53.201124,-0.07170477454402027
584,"D. 8, KORP. 2, UL. SOSNOV KIROVO-CHEPE","Сосновая улица, 8к2, Кирово-Чепецк, Кировская область, Россия, 613047",5478.0,5126.0,True,58.538568000000005,50.032299,-0.05481197775355096
585,"D. 1B, UL. SUHONSKAYA     VOLOGDA","Сухонская улица, 1, Вологда, Россия, 160019",5478.0,5149.0,True,59.24391,39.907225,-0.07207456217424972
586,"D. 83, PR-KT POBEDY       PENZA","проспект Победы, 83, Пенза, Россия, 440047",5478.0,5160.0,True,53.228277,44.940369,-0.020253075785985872
587,"D. 6, PR-KT UL'YANOVSKII  ULYANOVSK",,5478.0,5169.0,True,2.237667,48.784957,-0.010810303788851046
588,"D. 86, UL. VEDENEEVA      PERM","улица Академика Веденеева, 86, Пермь, Россия, 614038",5478.0,5170.0,True,58.103704,56.385436,-0.029485582928113714
589,"D. 13, UL. REVOLUCII      PERM","улица Революции, 13, Пермь, Россия",5478.0,5172.0,True,58.007599,56.261908,-0.011644472141758686
590,"D. 194, STR. 2, UL. SOVET TAMBOV","СНТ Выбор, 194, село Немчиновка, Одинцовский район, Московская область, Россия",5478.0,5176.0,True,55.711868,37.360186999999996,-0.009937317948847129
591,"D. 80G, UL. METALLURGOV   TULA","улица Металлургов, 80, Тула, Россия, 300027",5478.0,5180.0,True,54.19347,37.685674,-0.12614061383276773
592,"D. 13A, UL. GOLUBYE DALI  SOCHI","улица Голубые Дали, 13А, микрорайон Адлер, Сочи, Краснодарский край, Россия",5478.0,5184.0,True,43.451996,39.90639,0.002415438946183501
